# Generated by from ihu_topmodel.bsh start_date=2010-01-01 end_date=2019-12-31
# dt [h]: Time step
24

################################################################################
# R [m/dt]:  Rainfall
# Ep [m/dt]: Potential evapotranspiration

# R Ep
0.010698 .00096
0.002519 .00103
0.012532 .00134
0.003572 .00179
0.008574 .00115
0.031918 .00196
0.020660 .00154
0.017108 .00240
0.003325 .00211
0.011285 .00205
0.017073 .00126
0.000253 .00166
0.000210 .00189
0.000352 .00119
0.000961 .00160
0.001475 .00195
0.003392 .00160
0.000017 .00207
0.000794 .00190
0.000000 .00199
0.000001 .00143
0.000000 .00140
0.000000 .00209
0.000043 .00225
0.000098 .00190
0.000082 .00204
0.010280 .00211
0.007803 .00147
0.017501 .00176
0.001855 .00219
0.000009 .00196
0.000327 .00124
0.000201 .00212
0.000000 .00170
0.000004 .00221
0.000003 .00235
0.000000 .00255
0.000124 .00252
0.000000 .00250
0.000000 .00232
0.000000 .00210
0.000093 .00170
0.000016 .00227
0.000000 .00253
0.000000 .00270
0.000000 .00365
0.000000 .00388
0.000000 .00325
0.000000 .00250
0.000605 .00231
0.009997 .00135
0.006054 .00263
0.009005 .00258
0.000069 .00259
0.000059 .00291
0.001573 .00321
0.000405 .00324
0.000559 .00214
0.000826 .00316
0.000026 .00290
0.000545 .00311
0.000577 .00204
0.005384 .00300
0.008196 .00139
0.000025 .00221
0.004274 .00353
0.000005 .00342
0.000052 .00376
0.000000 .00424
0.000000 .00459
0.000000 .00426
0.000150 .00355
0.003220 .00343
0.002244 .00357
0.000035 .00390
0.001616 .00346
0.000045 .00323
0.000000 .00404
0.000000 .00460
0.000000 .00351
0.006987 .00330
0.000684 .00348
0.005722 .00319
0.001461 .00321
0.005772 .00276
0.011886 .00282
0.004583 .00315
0.003522 .00340
0.003556 .00330
0.002041 .00435
0.020292 .00325
0.001346 .00384
0.000009 .00470
0.008743 .00349
0.002033 .00227
0.000998 .00452
0.000272 .00368
0.000047 .00284
0.014521 .00111
0.004970 .00059
0.001283 .00215
0.000855 .00357
0.005744 .00434
0.001957 .00351
0.000002 .00416
0.000849 .00277
0.000224 .00440
0.000111 .00459
0.000000 .00429
0.013347 .00311
0.002710 .00250
0.000018 .00078
0.000000 .00294
0.000000 .00478
0.000002 .00410
0.004967 .00480
0.003996 .00481
0.000005 .00235
0.000000 .00332
0.000000 .00465
0.000072 .00387
0.000225 .00431
0.000023 .00391
0.000055 .00308
0.003209 .00418
0.005093 .00055
0.012679 .00390
0.000275 .00321
0.002647 .00323
0.000207 .00234
0.000000 .00280
0.000000 .00476
0.003151 .00430
0.006224 .00415
0.002922 .00442
0.016880 .00241
0.000589 .00356
0.019528 .00457
0.000010 .00474
0.016881 .00480
0.000001 .00475
0.001734 .00488
0.008605 .00505
0.014695 .00294
0.000270 .00300
0.000176 .00209
0.002390 .00284
0.000497 .00330
0.000045 .00239
0.000007 .00355
0.005046 .00387
0.004905 .00352
0.005260 .00408
0.008319 .00296
0.005238 .00448
0.016019 .00395
0.018145 .00172
0.008772 .00183
0.030171 .00090
0.001558 .00263
0.001575 .00398
0.006641 .00137
0.005916 .00302
0.009474 .00116
0.001895 .00390
0.004357 .00364
0.001603 .00350
0.000662 .00303
0.009538 .00346
0.002614 .00158
0.000002 .00381
0.000000 .00367
0.000019 .00416
0.000000 .00394
0.000620 .00354
0.000282 .00200
0.005470 .00305
0.012127 .00255
0.001654 .00281
0.000867 .00284
0.005767 .00159
0.009823 .00206
0.006799 .00261
0.005437 .00275
0.000333 .00277
0.000052 .00233
0.011880 .00274
0.001538 .00127
0.008645 .00232
0.000309 .00268
0.005138 .00080
0.000001 .00250
0.000945 .00235
0.000136 .00117
0.000003 .00213
0.000000 .00229
0.000000 .00188
0.000071 .00227
0.000052 .00203
0.000789 .00182
0.012091 .00202
0.008385 .00225
0.013459 .00096
0.007634 .00092
0.011805 .00198
0.013157 .00109
0.000904 .00196
0.000699 .00051
0.007711 .00161
